Sales Person,Geography,Product,Date,Sales,Boxes
Andria Kimpton,New Zealand  ,Caramel Stuffed Bars,13-10-2023,"$14,432 ",42
Jehu Rudeforth,USA   ,Eclairs,07-09-2023,"$3,548 ",72
Curtice Advani,India  ,Baker's Choco Chips,09-10-2023,"$14,045 ",12
Mallorie Waber,India ,After Nines,31-07-2023,"$5,621 ",377
Marney O'Breen,Australia   ,Almond Choco,26-01-2024,"$14,929 ",17
Gigi Bohling,Australia  ,Spicy Special Slims,27-02-2024,"$1,058 ",93
Husein Augar,Australia   ,Manuka Honey Choco,08-02-2023,"$8,564 ",113
Dotty Strutley,New Zealand   ,Smooth Silky Salty,31-10-2023,"$1,892 ",8
Husein Augar,Canada ,Orange Choco,30-03-2023,$329 ,589
Beverie Moffet,UK,Spicy Special Slims,03-04-2023,"$8,179 ",367
Jan Morforth,New Zealand ,Peanut Butter Cubes,24-04-2023,"$1,933 ",1000
Barr Faughny,India  ,Orange Choco,19-12-2023,"$9,860 ",761
Ches Bonnell,Australia   ,Peanut Butter Cubes,25-04-2023,"$7,727 ",587
Mallorie Waber,Australia ,Almond Choco,11-10-2023,"$4,302 ",400
Andria Kimpton,New Zealand,Milk Bars,24-05-2023,"$2,210 ",553
Wilone O'Kielt,UK  ,Raspberry Choco,01-11-2023,$437 ,1253
Ches Bonnell,Canada ,Orange Choco,16-03-2023,"$4,109 ",131
Brien Boise,USA ,Choco Coated Almonds,11-10-2023,"$7,389 ",278
Husein Augar,UK ,Peanut Butter Cubes,21-08-2023,"$5,389 ",1441
Kaine Padly,New Zealand   ,Drinking Coco,17-01-2024,"$5,355 ",1090
Dotty Strutley,India,Almond Choco,22-06-2023,"$2,351 ",820
Mallorie Waber,Australia,Eclairs,03-07-2023,$511 ,315
Ches Bonnell,Canada ,Fruit & Nut Bars,20-09-2023,"$4,457 ",877
Kaine Padly,India ,Raspberry Choco,16-08-2023,$25 ,788
Oby Sorrel,New Zealand,85% Dark Bars,21-02-2024,"$4,799 ",846
Kaine Padly,UK  ,Orange Choco,03-01-2024,"$4,478 ",541
Camilla Castle,Australia,Caramel Stuffed Bars,02-02-2023,"$1,557 ",378
Dotty Strutley,USA   ,After Nines,12-02-2024,"$7,360 ",600
Kelci Walkden,UK ,Spicy Special Slims,04-08-2023,"$11,396 ",337
Madelene Upcott,Canada   ,Drinking Coco,08-11-2023,"$4,277 ",600
Gunar Cockshoot,UK,After Nines,20-07-2023,"$8,541 ",54
Kaine Padly,New Zealand   ,White Choc,15-02-2024,"$10,607 ",144
Rafaelita Blaksland,Australia ,Eclairs,22-02-2024,"$6,246 ",303
Jan Morforth,Australia ,Spicy Special Slims,08-02-2024,"$6,498 ",140
Gunar Cockshoot,UK,50% Dark Bites,11-12-2023,"$3,913 ",28
Dennison Crosswaite,Australia,Eclairs,04-08-2023,"$1,280 ",67
Jehu Rudeforth,UK ,Mint Chip Choco,19-02-2024,"$2,889 ",217
Van Tuxwell,UK,99% Dark & Pure,18-09-2023,"$5,549 ",443
Gigi Bohling,USA  ,Eclairs,14-04-2023,"$6,435 ",129
Oby Sorrel,USA,Eclairs,16-02-2024,"$4,993 ",147
Husein Augar,Canada  ,Manuka Honey Choco,23-11-2023,"$4,300 ",48
Kelci Walkden,Canada ,Smooth Silky Salty,23-06-2023,"$4,851 ",11
Marney O'Breen,New Zealand   ,Fruit & Nut Bars,04-12-2023,"$6,912 ",402
Dotty Strutley,Australia ,Peanut Butter Cubes,30-08-2023,"$6,991 ",11
Wilone O'Kielt,Australia   ,Fruit & Nut Bars,19-04-2023,"$3,251 ",503
Kaine Padly,Australia  ,Choco Coated Almonds,22-11-2023,"$3,157 ",267
Camilla Castle,UK  ,Drinking Coco,14-07-2023,"$6,795 ",277
Ches Bonnell,USA ,Milk Bars,26-09-2023,$317 ,139
Gigi Bohling,UK ,Almond Choco,11-10-2023,"$8,264 ",167
Karlen McCaffrey,Canada   ,Fruit & Nut Bars,26-12-2023,"$14,447 ",739
Barr Faughny,Canada,Manuka Honey Choco,19-04-2023,$574 ,398
Camilla Castle,New Zealand,Caramel Stuffed Bars,25-12-2023,"$6,057 ",189
Ches Bonnell,New Zealand ,Organic Choco Syrup,26-12-2023,"$17,217 ",276
Oby Sorrel,UK,Organic Choco Syrup,09-11-2023,"$13,932 ",41
Brien Boise,Canada   ,Milk Bars,26-12-2023,"$6,678 ",7
Andria Kimpton,India ,Orange Choco,28-09-2023,"$10,409 ",551
Roddy Speechley,UK  ,Fruit & Nut Bars,18-04-2023,"$11,853 ",850
Ches Bonnell,India  ,Milk Bars,27-07-2023,$522 ,232
Roddy Speechley,India,Spicy Special Slims,09-06-2023,"$9,137 ",144
Karlen McCaffrey,India   ,Choco Coated Almonds,12-02-2024,"$4,678 ",829
Andria Kimpton,India ,Manuka Honey Choco,06-12-2023,"$4,185 ",20
Kelci Walkden,UK  ,Eclairs,20-07-2023,"$3,013 ",14
Kelci Walkden,Canada  ,After Nines,22-01-2024,"$4,196 ",387
Camilla Castle,Australia,White Choc,11-10-2023,"$1,933 ",13
Brien Boise,New Zealand  ,Caramel Stuffed Bars,26-12-2023,"$4,723 ",1
Kelci Walkden,India ,Caramel Stuffed Bars,21-06-2023,"$5,713 ",377
Mallorie Waber,India   ,70% Dark Bites,12-02-2024,"$11,419 ",17
Jan Morforth,UK ,Raspberry Choco,19-10-2023,"$6,437 ",104
Jan Morforth,New Zealand ,Manuka Honey Choco,17-04-2023,"$14,468 ",24
Andria Kimpton,Canada   ,White Choc,19-04-2023,"$4,604 ",107
Curtice Advani,India ,70% Dark Bites,17-03-2023,"$7,616 ",264
Roddy Speechley,UK,Manuka Honey Choco,13-10-2023,"$7,452 ",147
Husein Augar,India   ,Peanut Butter Cubes,20-02-2024,"$9,054 ",0
Dotty Strutley,New Zealand,Milk Bars,13-09-2023,"$2,491 ",118
Barr Faughny,UK   ,Raspberry Choco,06-09-2023,"$5,013 ",728
Gunar Cockshoot,Australia ,70% Dark Bites,07-12-2023,$158 ,7
Kelci Walkden,India ,70% Dark Bites,04-04-2023,"$8,242 ",26
Rafaelita Blaksland,USA ,85% Dark Bars,15-08-2023,"$8,483 ",287
Ches Bonnell,USA,Orange Choco,01-12-2023,"$2,149 ",19
Camilla Castle,UK ,Fruit & Nut Bars,27-07-2023,"$7,945 ",481
Dennison Crosswaite,New Zealand  ,Organic Choco Syrup,25-10-2023,"$5,312 ",493
Jehu Rudeforth,UK,Smooth Silky Salty,13-09-2023,"$6,134 ",253
Jehu Rudeforth,India ,Choco Coated Almonds,30-03-2023,"$9,596 ",248
Madelene Upcott,USA  ,Caramel Stuffed Bars,05-12-2023,"$1,051 ",310
Husein Augar,UK ,Manuka Honey Choco,06-02-2023,"$12,506 ",118
Mallorie Waber,Australia   ,Mint Chip Choco,08-05-2023,$720 ,61
Jan Morforth,USA,Fruit & Nut Bars,27-06-2023,"$7,351 ",529
Rafaelita Blaksland,USA  ,Manuka Honey Choco,28-07-2023,$608 ,132
Wilone O'Kielt,India  ,Almond Choco,02-08-2023,"$8,456 ",28
Ches Bonnell,Canada,Choco Coated Almonds,09-05-2023,"$7,774 ",196
Curtice Advani,Australia,Manuka Honey Choco,06-09-2023,"$18,146 ",107
Mallorie Waber,New Zealand  ,Mint Chip Choco,06-11-2023,"$3,427 ",25
Karlen McCaffrey,New Zealand ,Drinking Coco,17-03-2023,"$4,457 ",260
Camilla Castle,USA   ,Caramel Stuffed Bars,05-02-2024,"$13,921 ",771
Rafaelita Blaksland,New Zealand  ,Eclairs,15-12-2023,"$7,162 ",393
Karlen McCaffrey,India ,Almond Choco,10-04-2023,"$5,531 ",97
Karlen McCaffrey,Canada  ,Manuka Honey Choco,03-01-2024,$968 ,599
Kaine Padly,India   ,Peanut Butter Cubes,09-06-2023,"$7,826 ",651
Mallorie Waber,Australia ,70% Dark Bites,22-09-2023,$7 ,61
Madelene Upcott,UK,85% Dark Bars,01-08-2023,"$3,744 ",366
Madelene Upcott,India  ,Peanut Butter Cubes,21-03-2023,"$6,836 ",365
Wilone O'Kielt,Canada  ,Mint Chip Choco,19-07-2023,$765 ,183
Andria Kimpton,India   ,Mint Chip Choco,27-02-2023,$25 ,160
Kelci Walkden,New Zealand,After Nines,06-03-2023,"$6,406 ",594
Madelene Upcott,UK,50% Dark Bites,13-02-2023,"$7,515 ",493
Camilla Castle,India   ,Manuka Honey Choco,10-08-2023,"$5,288 ",128
Brien Boise,New Zealand,Manuka Honey Choco,02-11-2023,$997 ,272
Kaine Padly,Australia   ,Raspberry Choco,06-04-2023,"$3,485 ",73
Andria Kimpton,Australia,Peanut Butter Cubes,14-02-2023,"$2,446 ",506
Marney O'Breen,Australia  ,Fruit & Nut Bars,29-12-2023,"$12,537 ",1140
Jehu Rudeforth,India,99% Dark & Pure,09-11-2023,"$3,170 ",33
Barr Faughny,New Zealand,50% Dark Bites,18-09-2023,"$7,578 ",344
Andria Kimpton,New Zealand,Drinking Coco,26-02-2024,"$6,154 ",440
Wilone O'Kielt,Canada   ,Fruit & Nut Bars,30-08-2023,"$9,448 ",542
Curtice Advani,Australia,99% Dark & Pure,11-10-2023,"$5,162 ",38
Karlen McCaffrey,UK   ,Peanut Butter Cubes,17-02-2023,"$8,489 ",886
Kelci Walkden,Australia ,After Nines,06-09-2023,"$4,934 ",670
Curtice Advani,Australia ,Milk Bars,02-10-2023,"$3,272 ",361
Kelci Walkden,New Zealand   ,Drinking Coco,21-12-2023,"$5,380 ",437
Curtice Advani,India  ,Drinking Coco,22-08-2023,$423 ,263
Van Tuxwell,UK,Baker's Choco Chips,16-02-2024,"$10,071 ",197
Karlen McCaffrey,USA,Smooth Silky Salty,15-02-2024,"$2,063 ",447
Van Tuxwell,Canada,White Choc,24-02-2023,"$3,537 ",168
Rafaelita Blaksland,New Zealand   ,Manuka Honey Choco,14-11-2023,$324 ,272
Dotty Strutley,Australia ,50% Dark Bites,17-05-2023,"$7,976 ",665
Dennison Crosswaite,Australia   ,After Nines,23-06-2023,"$1,490 ",461
Rafaelita Blaksland,Australia   ,Drinking Coco,29-09-2023,"$5,794 ",576
Kelci Walkden,India,Peanut Butter Cubes,01-05-2023,"$3,364 ",531
Mallorie Waber,UK ,99% Dark & Pure,08-06-2023,"$5,976 ",308
Brien Boise,Australia   ,Orange Choco,04-05-2023,"$4,739 ",82
Wilone O'Kielt,India  ,White Choc,08-05-2023,"$8,948 ",107
Brien Boise,USA   ,Orange Choco,22-08-2023,"$3,566 ",297
Jan Morforth,New Zealand  ,Eclairs,04-12-2023,"$9,785 ",292
Gigi Bohling,USA  ,Organic Choco Syrup,22-06-2023,"$5,018 ",607
Roddy Speechley,New Zealand ,Mint Chip Choco,23-02-2023,"$2,198 ",40
Brien Boise,USA   ,Eclairs,14-04-2023,"$6,246 ",231
Gunar Cockshoot,USA   ,Smooth Silky Salty,29-01-2024,"$7,369 ",262
Dotty Strutley,New Zealand   ,After Nines,13-02-2024,$806 ,72
Jehu Rudeforth,UK ,Organic Choco Syrup,16-05-2023,$412 ,179
Husein Augar,Canada,50% Dark Bites,06-03-2023,"$1,141 ",481
Ches Bonnell,Canada ,Smooth Silky Salty,07-11-2023,"$3,643 ",117
Madelene Upcott,Australia  ,Fruit & Nut Bars,14-08-2023,"$6,800 ",29
Jehu Rudeforth,Canada   ,White Choc,10-02-2023,"$9,398 ",58
Dotty Strutley,New Zealand,Spicy Special Slims,28-02-2024,$992 ,36
Husein Augar,Canada  ,Organic Choco Syrup,13-06-2023,$983 ,1006
Dennison Crosswaite,USA   ,After Nines,12-05-2023,"$4,554 ",91
Kaine Padly,UK  ,Milk Bars,06-06-2023,"$5,591 ",229
Oby Sorrel,USA   ,Baker's Choco Chips,13-11-2023,"$6,023 ",331
Jehu Rudeforth,India   ,Mint Chip Choco,27-11-2023,"$2,594 ",667
Madelene Upcott,UK,Manuka Honey Choco,25-10-2023,"$12,132 ",286
Beverie Moffet,India,After Nines,20-04-2023,"$11,975 ",242
Kelci Walkden,India,99% Dark & Pure,18-07-2023,"$7,252 ",284
Husein Augar,New Zealand,85% Dark Bars,11-12-2023,"$2,077 ",627
Wilone O'Kielt,India,Raspberry Choco,25-01-2024,"$3,391 ",924
Beverie Moffet,New Zealand,Almond Choco,24-02-2023,"$4,680 ",1097
Rafaelita Blaksland,UK ,99% Dark & Pure,05-04-2023,"$1,571 ",152
Gigi Bohling,UK,Organic Choco Syrup,19-07-2023,$846 ,70
Camilla Castle,Australia  ,99% Dark & Pure,21-04-2023,"$7,713 ",261
Kelci Walkden,India,50% Dark Bites,19-02-2024,"$5,922 ",209
Van Tuxwell,UK  ,Milk Bars,28-09-2023,"$1,274 ",672
Kaine Padly,USA  ,Peanut Butter Cubes,14-02-2023,"$7,549 ",92
Beverie Moffet,USA ,Almond Choco,19-04-2023,"$7,110 ",591
Beverie Moffet,Australia   ,Mint Chip Choco,06-09-2023,"$4,372 ",135
Van Tuxwell,India ,85% Dark Bars,09-11-2023,"$5,238 ",514
Rafaelita Blaksland,India ,Baker's Choco Chips,20-03-2023,"$7,884 ",394
Gunar Cockshoot,USA,Orange Choco,07-06-2023,"$8,467 ",106
Roddy Speechley,Australia ,Manuka Honey Choco,08-08-2023,"$3,103 ",106
Kelci Walkden,USA ,Orange Choco,22-12-2023,$302 ,59
Dennison Crosswaite,Australia  ,Raspberry Choco,26-09-2023,$142 ,156
Marney O'Breen,New Zealand ,After Nines,14-03-2023,"$9,189 ",520
Andria Kimpton,UK ,Almond Choco,29-02-2024,"$2,585 ",469
Dotty Strutley,New Zealand,Mint Chip Choco,11-07-2023,$799 ,407
Wilone O'Kielt,UK ,85% Dark Bars,10-03-2023,"$3,994 ",63
Mallorie Waber,USA ,Organic Choco Syrup,11-09-2023,"$7,481 ",23
Karlen McCaffrey,USA,50% Dark Bites,27-09-2023,$360 ,116
Jehu Rudeforth,Canada   ,After Nines,01-12-2023,"$3,429 ",40
Jan Morforth,USA  ,Baker's Choco Chips,03-07-2023,"$2,642 ",53
Brien Boise,Canada,50% Dark Bites,17-01-2024,"$2,367 ",1537
Husein Augar,USA  ,Milk Bars,01-01-2024,"$3,002 ",427
Marney O'Breen,UK,Choco Coated Almonds,21-12-2023,"$1,694 ",334
Wilone O'Kielt,New Zealand ,After Nines,02-08-2023,"$9,781 ",20
Karlen McCaffrey,India   ,85% Dark Bars,07-09-2023,"$7,200 ",298
Jehu Rudeforth,India,Drinking Coco,26-07-2023,"$5,366 ",585
Wilone O'Kielt,USA ,Baker's Choco Chips,15-09-2023,"$11,039 ",47
Roddy Speechley,Australia  ,Choco Coated Almonds,13-12-2023,"$7,819 ",55
Camilla Castle,USA   ,Almond Choco,18-10-2023,"$2,808 ",97
Dotty Strutley,New Zealand,Baker's Choco Chips,06-03-2023,"$1,622 ",385
Beverie Moffet,Australia ,After Nines,30-05-2023,"$5,753 ",196
Oby Sorrel,Canada ,Orange Choco,18-12-2023,"$3,600 ",558
Gigi Bohling,New Zealand,Drinking Coco,01-08-2023,"$4,248 ",503
Roddy Speechley,Canada ,70% Dark Bites,13-06-2023,"$3,035 ",177
Gigi Bohling,UK  ,Manuka Honey Choco,11-05-2023,$227 ,191
Husein Augar,UK   ,Almond Choco,13-11-2023,"$9,792 ",440
Beverie Moffet,Canada ,Caramel Stuffed Bars,28-12-2023,"$8,627 ",525
Jehu Rudeforth,USA,Baker's Choco Chips,28-12-2023,$754 ,93
Andria Kimpton,Canada,85% Dark Bars,21-07-2023,"$6,584 ",265
Ches Bonnell,New Zealand  ,99% Dark & Pure,15-09-2023,"$2,954 ",229
Karlen McCaffrey,USA  ,Fruit & Nut Bars,13-07-2023,"$1,121 ",88
Kelci Walkden,Australia,White Choc,14-04-2023,"$6,354 ",268
Andria Kimpton,Australia  ,85% Dark Bars,30-06-2023,"$1,787 ",358
Van Tuxwell,Canada,Caramel Stuffed Bars,25-09-2023,"$4,959 ",205
Jan Morforth,Australia,85% Dark Bars,06-10-2023,"$2,954 ",787
Marney O'Breen,Australia ,Eclairs,06-09-2023,"$11,295 ",283
Rafaelita Blaksland,India ,Eclairs,03-05-2023,"$6,226 ",218
Gigi Bohling,India,Almond Choco,21-02-2023,"$9,090 ",469
Beverie Moffet,India ,Spicy Special Slims,10-07-2023,"$5,814 ",173
Madelene Upcott,Canada ,After Nines,06-02-2024,"$9,178 ",331
Wilone O'Kielt,Australia,Eclairs,30-05-2023,"$5,375 ",48
Marney O'Breen,Australia   ,Milk Bars,26-06-2023,"$12,670 ",181
Gunar Cockshoot,Australia ,Manuka Honey Choco,21-11-2023,$936 ,408
Andria Kimpton,Australia  ,Almond Choco,08-06-2023,"$3,402 ",732
Karlen McCaffrey,Canada  ,Organic Choco Syrup,04-05-2023,$761 ,245
Madelene Upcott,India  ,Almond Choco,20-03-2023,"$3,407 ",214
Curtice Advani,UK   ,Spicy Special Slims,23-03-2023,"$11,552 ",193
Barr Faughny,USA,Spicy Special Slims,27-02-2023,"$3,654 ",99
Wilone O'Kielt,New Zealand ,Organic Choco Syrup,26-02-2024,"$4,743 ",467
Dotty Strutley,India  ,Mint Chip Choco,01-12-2023,"$2,201 ",248
Gunar Cockshoot,USA ,50% Dark Bites,07-02-2024,"$9,626 ",410
Roddy Speechley,UK   ,85% Dark Bars,07-08-2023,"$5,963 ",201
Gigi Bohling,New Zealand ,Peanut Butter Cubes,29-05-2023,"$2,806 ",57
Barr Faughny,New Zealand,After Nines,07-04-2023,"$5,850 ",402
Barr Faughny,Canada ,Almond Choco,22-01-2024,"$5,542 ",139
Mallorie Waber,Australia,After Nines,29-03-2023,"$9,711 ",412
Dotty Strutley,Canada  ,Caramel Stuffed Bars,06-02-2023,"$3,051 ",363
Ches Bonnell,Australia  ,Smooth Silky Salty,19-04-2023,"$9,799 ",799
Rafaelita Blaksland,Canada  ,Drinking Coco,12-06-2023,"$4,826 ",138
Andria Kimpton,UK   ,Spicy Special Slims,23-10-2023,$902 ,86
Andria Kimpton,Australia ,50% Dark Bites,08-01-2024,"$6,257 ",528
Kelci Walkden,Canada   ,Caramel Stuffed Bars,27-09-2023,"$6,865 ",28
Andria Kimpton,USA  ,Fruit & Nut Bars,22-09-2023,"$4,039 ",807
Mallorie Waber,New Zealand  ,After Nines,11-09-2023,"$8,217 ",831
Gigi Bohling,Canada   ,Orange Choco,21-02-2024,"$7,891 ",72
Husein Augar,New Zealand ,Smooth Silky Salty,01-12-2023,"$1,778 ",153
Karlen McCaffrey,USA,Drinking Coco,30-10-2023,"$4,649 ",692
Karlen McCaffrey,Canada  ,Baker's Choco Chips,14-09-2023,"$8,075 ",329
Madelene Upcott,Canada ,Mint Chip Choco,18-07-2023,"$3,231 ",12
Beverie Moffet,India,Peanut Butter Cubes,06-02-2023,"$7,567 ",532
Andria Kimpton,New Zealand   ,Mint Chip Choco,26-12-2023,"$5,794 ",425
Jehu Rudeforth,Canada  ,Baker's Choco Chips,03-03-2023,"$2,205 ",146
Roddy Speechley,Canada   ,Milk Bars,05-05-2023,"$5,717 ",103
Kelci Walkden,USA   ,85% Dark Bars,13-12-2023,"$3,726 ",315
Marney O'Breen,USA   ,Fruit & Nut Bars,19-01-2024,"$15,651 ",1538
Dotty Strutley,Canada,Spicy Special Slims,17-02-2023,"$7,405 ",283
Roddy Speechley,USA,Fruit & Nut Bars,30-10-2023,"$18,371 ",617
Madelene Upcott,Canada,Organic Choco Syrup,21-03-2023,"$12,276 ",303
Kaine Padly,UK   ,70% Dark Bites,04-07-2023,"$11,345 ",50
Brien Boise,New Zealand ,White Choc,13-02-2023,"$2,669 ",245
Madelene Upcott,UK ,Orange Choco,12-06-2023,"$9,785 ",951
Kaine Padly,UK,Mint Chip Choco,29-05-2023,$551 ,16
Curtice Advani,Australia   ,After Nines,29-06-2023,"$9,450 ",141
Dennison Crosswaite,Canada  ,Choco Coated Almonds,27-12-2023,"$1,544 ",406
Roddy Speechley,UK,Raspberry Choco,05-02-2024,"$1,382 ",760
Van Tuxwell,Canada  ,Fruit & Nut Bars,26-02-2024,"$1,751 ",204
Gigi Bohling,India  ,Smooth Silky Salty,26-10-2023,"$1,964 ",385
Dennison Crosswaite,Australia  ,Peanut Butter Cubes,13-09-2023,"$9,410 ",1080
Gigi Bohling,Australia  ,Fruit & Nut Bars,05-12-2023,"$11,714 ",255
Andria Kimpton,Australia  ,Raspberry Choco,11-12-2023,"$12,024 ",563
Gigi Bohling,Australia,Almond Choco,21-02-2024,"$7,736 ",433
Jehu Rudeforth,USA ,White Choc,19-02-2024,"$3,467 ",994
Gigi Bohling,USA   ,Almond Choco,23-03-2023,"$8,611 ",358
Gunar Cockshoot,India,After Nines,14-02-2024,"$6,739 ",81
Beverie Moffet,Canada,Milk Bars,12-06-2023,"$3,177 ",10
Dennison Crosswaite,New Zealand   ,Drinking Coco,19-04-2023,"$4,682 ",53
Rafaelita Blaksland,UK  ,Smooth Silky Salty,01-02-2023,"$1,600 ",99
Jehu Rudeforth,India   ,50% Dark Bites,26-09-2023,"$2,925 ",1360
Roddy Speechley,India ,Mint Chip Choco,11-04-2023,"$9,250 ",175
Dotty Strutley,USA   ,Organic Choco Syrup,10-07-2023,"$17,748 ",165
Karlen McCaffrey,UK,Almond Choco,29-01-2024,"$8,861 ",336
Husein Augar,UK  ,Orange Choco,11-04-2023,"$8,843 ",38
Barr Faughny,UK   ,Smooth Silky Salty,09-03-2023,"$4,104 ",995
Brien Boise,Australia   ,Baker's Choco Chips,01-11-2023,"$12,722 ",102
Van Tuxwell,Canada   ,Almond Choco,11-10-2023,"$2,453 ",535
Camilla Castle,Canada  ,99% Dark & Pure,27-03-2023,"$9,911 ",303
Gunar Cockshoot,India,Milk Bars,24-05-2023,"$13,869 ",447
Beverie Moffet,New Zealand  ,Peanut Butter Cubes,28-02-2024,"$7,070 ",235
Ches Bonnell,USA   ,50% Dark Bites,06-12-2023,"$4,430 ",791
Gunar Cockshoot,New Zealand,After Nines,10-07-2023,"$4,237 ",60
Karlen McCaffrey,New Zealand,Baker's Choco Chips,20-02-2023,"$11,741 ",62
Oby Sorrel,USA ,Peanut Butter Cubes,19-07-2023,"$5,470 ",171
Oby Sorrel,UK  ,50% Dark Bites,09-08-2023,"$4,577 ",1309
Husein Augar,Australia   ,Organic Choco Syrup,27-11-2023,"$2,207 ",110
Wilone O'Kielt,UK  ,Caramel Stuffed Bars,01-12-2023,$430 ,95
Andria Kimpton,Australia  ,Spicy Special Slims,08-02-2023,"$1,352 ",45
Brien Boise,India,85% Dark Bars,28-12-2023,"$2,597 ",334
Barr Faughny,New Zealand,70% Dark Bites,25-04-2023,"$6,293 ",207
Van Tuxwell,Canada ,Manuka Honey Choco,28-02-2023,"$2,453 ",230
Roddy Speechley,New Zealand ,Caramel Stuffed Bars,23-02-2023,"$4,104 ",663
Andria Kimpton,USA   ,White Choc,10-11-2023,"$4,784 ",210
Jehu Rudeforth,India,White Choc,31-10-2023,"$6,941 ",152
Andria Kimpton,Canada  ,Smooth Silky Salty,13-10-2023,"$1,454 ",322
Husein Augar,UK,Mint Chip Choco,23-02-2023,"$2,610 ",16
Rafaelita Blaksland,USA ,Eclairs,05-01-2024,"$1,892 ",9
Kelci Walkden,India ,Raspberry Choco,10-04-2023,"$3,888 ",917
Andria Kimpton,New Zealand ,Almond Choco,08-08-2023,"$10,449 ",322
Husein Augar,Canada,99% Dark & Pure,04-07-2023,"$9,041 ",495
Camilla Castle,India,50% Dark Bites,21-12-2023,"$2,390 ",103
Madelene Upcott,Australia  ,Caramel Stuffed Bars,22-01-2024,"$11,032 ",675
Van Tuxwell,USA   ,Fruit & Nut Bars,01-02-2023,"$5,236 ",1077
Jan Morforth,UK,85% Dark Bars,26-12-2023,"$3,724 ",31
Curtice Advani,UK ,Choco Coated Almonds,23-01-2024,"$8,296 ",664
Wilone O'Kielt,Canada ,99% Dark & Pure,25-04-2023,"$5,978 ",107
Camilla Castle,Australia  ,Almond Choco,05-10-2023,"$3,755 ",40
Jan Morforth,UK,Organic Choco Syrup,04-05-2023,"$2,135 ",69
Gunar Cockshoot,India  ,99% Dark & Pure,25-01-2024,$270 ,63
Jan Morforth,India,Peanut Butter Cubes,03-07-2023,"$4,169 ",20
Oby Sorrel,UK,70% Dark Bites,03-04-2023,"$6,104 ",213
Andria Kimpton,India,Drinking Coco,17-07-2023,"$3,445 ",698
Kelci Walkden,Australia ,Baker's Choco Chips,21-07-2023,"$3,483 ",233
Brien Boise,UK   ,Baker's Choco Chips,29-09-2023,"$2,682 ",54
Beverie Moffet,India   ,White Choc,06-10-2023,"$3,708 ",715
Barr Faughny,India ,Spicy Special Slims,03-05-2023,"$1,933 ",85
Jehu Rudeforth,USA  ,Raspberry Choco,13-11-2023,"$6,593 ",2420
Wilone O'Kielt,USA  ,Manuka Honey Choco,23-01-2024,"$10,931 ",113
Jehu Rudeforth,Australia   ,85% Dark Bars,17-05-2023,"$12,326 ",694
Oby Sorrel,India,99% Dark & Pure,07-11-2023,"$8,426 ",295
Barr Faughny,New Zealand   ,Almond Choco,25-10-2023,"$9,236 ",442
Wilone O'Kielt,Australia ,Mint Chip Choco,15-05-2023,$878 ,229
Ches Bonnell,New Zealand  ,Almond Choco,13-03-2023,"$1,748 ",253
Barr Faughny,Canada ,Drinking Coco,12-10-2023,"$5,976 ",531
Dennison Crosswaite,India ,70% Dark Bites,08-11-2023,$920 ,510
Roddy Speechley,USA   ,99% Dark & Pure,03-01-2024,"$3,845 ",172
Oby Sorrel,New Zealand,70% Dark Bites,24-02-2023,"$4,649 ",162
Jan Morforth,New Zealand ,70% Dark Bites,13-03-2023,"$1,571 ",77
Brien Boise,India   ,Eclairs,02-08-2023,$855 ,10
Marney O'Breen,India ,Choco Coated Almonds,27-10-2023,$14 ,41
Kelci Walkden,India   ,White Choc,03-08-2023,"$4,248 ",310
Mallorie Waber,UK ,Caramel Stuffed Bars,18-08-2023,"$2,691 ",251
Jehu Rudeforth,India,Spicy Special Slims,16-01-2024,"$6,662 ",372
Beverie Moffet,India,50% Dark Bites,24-10-2023,"$2,552 ",324
Karlen McCaffrey,USA,Raspberry Choco,18-12-2023,$124 ,1419
Wilone O'Kielt,Canada  ,Orange Choco,04-07-2023,"$13,610 ",66
Gunar Cockshoot,Canada,After Nines,07-09-2023,"$9,623 ",122
Camilla Castle,UK   ,70% Dark Bites,29-09-2023,"$1,964 ",138
Madelene Upcott,India,Eclairs,26-02-2024,$713 ,206
Jehu Rudeforth,India  ,Caramel Stuffed Bars,22-06-2023,"$3,647 ",306
Roddy Speechley,India   ,Eclairs,10-11-2023,"$3,427 ",251
Gunar Cockshoot,Canada,Spicy Special Slims,10-07-2023,"$1,586 ",317
Dennison Crosswaite,USA,Mint Chip Choco,22-02-2024,"$1,370 ",219
Van Tuxwell,UK   ,Caramel Stuffed Bars,04-04-2023,"$7,310 ",314
Marney O'Breen,New Zealand,Mint Chip Choco,28-03-2023,"$1,238 ",78
Madelene Upcott,India ,Raspberry Choco,24-10-2023,"$2,682 ",1234
Mallorie Waber,India,Caramel Stuffed Bars,11-01-2024,"$1,028 ",229
Madelene Upcott,Australia,Baker's Choco Chips,23-06-2023,$554 ,373
Curtice Advani,Canada,Drinking Coco,03-04-2023,"$5,607 ",131
Karlen McCaffrey,New Zealand   ,70% Dark Bites,27-12-2023,"$4,174 ",274
Beverie Moffet,USA  ,99% Dark & Pure,31-05-2023,"$4,309 ",72
Andria Kimpton,Australia ,Fruit & Nut Bars,08-01-2024,"$8,451 ",28
Oby Sorrel,USA   ,Organic Choco Syrup,11-04-2023,"$18,866 ",203
Camilla Castle,Canada   ,Choco Coated Almonds,25-08-2023,$905 ,627
Marney O'Breen,New Zealand  ,Peanut Butter Cubes,10-07-2023,"$4,055 ",42
